machine;size;tilew;tileh;threads;kernel;variant;iterations;schedule;places;label;arg;time
cenva;2048;32;32;2;max;omp;126;static,2;cores;;125;452482
cenva;2048;128;128;2;max;omp;255;static,2;cores;;250;876030
cenva;2048;64;64;2;max;omp;255;static,2;cores;;250;889286
cenva;2048;32;32;2;max;omp;255;static,2;cores;;250;879298
cenva;2048;128;128;4;max;omp;151;static;cores;;50;297085
cenva;2048;64;64;4;max;omp;151;static;cores;;50;298301
cenva;2048;32;32;4;max;omp;151;static;cores;;50;298050
cenva;2048;128;128;4;max;omp;146;static;cores;;125;278419
cenva;2048;64;64;4;max;omp;146;static;cores;;125;273657
cenva;2048;32;32;4;max;omp;146;static;cores;;125;279239
cenva;2048;128;128;4;max;omp;724;static;cores;;250;1271372
cenva;2048;64;64;4;max;omp;724;static;cores;;250;1277931
cenva;2048;32;32;4;max;omp;724;static;cores;;250;1255002
cenva;2048;128;128;4;max;omp;151;dynamic;cores;;50;296655
cenva;2048;64;64;4;max;omp;151;dynamic;cores;;50;297571
cenva;2048;32;32;4;max;omp;151;dynamic;cores;;50;297472
cenva;2048;128;128;4;max;omp;146;dynamic;cores;;125;289737
cenva;2048;64;64;4;max;omp;146;dynamic;cores;;125;279811
cenva;2048;32;32;4;max;omp;146;dynamic;cores;;125;276703
cenva;2048;128;128;4;max;omp;724;dynamic;cores;;250;1262038
cenva;2048;64;64;4;max;omp;724;dynamic;cores;;250;1265084
cenva;2048;32;32;4;max;omp;724;dynamic;cores;;250;1260544
cenva;2048;128;128;4;max;omp;151;static,2;cores;;50;296378
cenva;2048;64;64;4;max;omp;151;static,2;cores;;50;294555
cenva;2048;32;32;4;max;omp;151;static,2;cores;;50;316122
cenva;2048;128;128;4;max;omp;146;static,2;cores;;125;271701
cenva;2048;64;64;4;max;omp;146;static,2;cores;;125;276457
cenva;2048;32;32;4;max;omp;146;static,2;cores;;125;274180
cenva;2048;128;128;4;max;omp;724;static,2;cores;;250;1267542
cenva;2048;64;64;4;max;omp;724;static,2;cores;;250;1269228
cenva;2048;32;32;4;max;omp;724;static,2;cores;;250;1321995
cenva;2048;128;128;6;max;omp;123;static;cores;;50;261316
cenva;2048;64;64;6;max;omp;123;static;cores;;50;275996
cenva;2048;32;32;6;max;omp;123;static;cores;;50;262690
cenva;2048;128;128;6;max;omp;317;static;cores;;125;667240
cenva;2048;64;64;6;max;omp;317;static;cores;;125;651339
cenva;2048;32;32;6;max;omp;317;static;cores;;125;654600
cenva;2048;128;128;6;max;omp;898;static;cores;;250;1812324
cenva;2048;64;64;6;max;omp;898;static;cores;;250;1809933
cenva;2048;32;32;6;max;omp;898;static;cores;;250;1803798
cenva;2048;128;128;6;max;omp;123;dynamic;cores;;50;263174
cenva;2048;64;64;6;max;omp;123;dynamic;cores;;50;264434
cenva;2048;32;32;6;max;omp;123;dynamic;cores;;50;265369
cenva;2048;128;128;6;max;omp;317;dynamic;cores;;125;664410
cenva;2048;64;64;6;max;omp;317;dynamic;cores;;125;657091
cenva;2048;32;32;6;max;omp;317;dynamic;cores;;125;655301
cenva;2048;128;128;6;max;omp;898;dynamic;cores;;250;1805282
cenva;2048;64;64;6;max;omp;898;dynamic;cores;;250;1812582
cenva;2048;32;32;6;max;omp;898;dynamic;cores;;250;1808631
cenva;2048;128;128;6;max;omp;123;static,2;cores;;50;261808
cenva;2048;64;64;6;max;omp;123;static,2;cores;;50;265874
cenva;2048;32;32;6;max;omp;123;static,2;cores;;50;266235
cenva;2048;128;128;6;max;omp;317;static,2;cores;;125;663040
cenva;2048;64;64;6;max;omp;317;static,2;cores;;125;653184
cenva;2048;32;32;6;max;omp;317;static,2;cores;;125;656782
cenva;2048;128;128;6;max;omp;898;static,2;cores;;250;1824692
cenva;2048;64;64;6;max;omp;898;static,2;cores;;250;1825914
cenva;2048;32;32;6;max;omp;898;static,2;cores;;250;1810472
cenva;2048;128;128;8;max;omp;151;static;cores;;50;278018
cenva;2048;64;64;8;max;omp;151;static;cores;;50;280653
cenva;2048;32;32;8;max;omp;151;static;cores;;50;280068
cenva;2048;128;128;8;max;omp;369;static;cores;;125;657113
cenva;2048;64;64;8;max;omp;369;static;cores;;125;650801
cenva;2048;32;32;8;max;omp;369;static;cores;;125;651694
cenva;2048;128;128;8;max;omp;1189;static;cores;;250;2077617
cenva;2048;64;64;8;max;omp;1189;static;cores;;250;2073109
cenva;2048;32;32;8;max;omp;1189;static;cores;;250;2077991
cenva;2048;128;128;8;max;omp;151;dynamic;cores;;50;278417
cenva;2048;64;64;8;max;omp;151;dynamic;cores;;50;284324
cenva;2048;32;32;8;max;omp;151;dynamic;cores;;50;283675
cenva;2048;128;128;8;max;omp;369;dynamic;cores;;125;650883
cenva;2048;64;64;8;max;omp;369;dynamic;cores;;125;649548
cenva;2048;32;32;8;max;omp;369;dynamic;cores;;125;656783
cenva;2048;128;128;8;max;omp;1189;dynamic;cores;;250;2075939
cenva;2048;64;64;8;max;omp;1189;dynamic;cores;;250;2089482
cenva;2048;32;32;8;max;omp;1189;dynamic;cores;;250;2078908
cenva;2048;128;128;8;max;omp;151;static,2;cores;;50;279075
cenva;2048;64;64;8;max;omp;151;static,2;cores;;50;280497
cenva;2048;32;32;8;max;omp;151;static,2;cores;;50;281161
cenva;2048;128;128;8;max;omp;369;static,2;cores;;125;657183
cenva;2048;64;64;8;max;omp;369;static,2;cores;;125;674485
cenva;2048;32;32;8;max;omp;369;static,2;cores;;125;653945
cenva;2048;128;128;8;max;omp;1189;static,2;cores;;250;2078220
cenva;2048;64;64;8;max;omp;1189;static,2;cores;;250;2079501
cenva;2048;32;32;8;max;omp;1189;static,2;cores;;250;2085523
cenva;2048;128;128;1;max;omp;51;static;cores;;50;381855
cenva;2048;64;64;1;max;omp;51;static;cores;;50;388822
cenva;2048;32;32;1;max;omp;51;static;cores;;50;390422
cenva;2048;128;128;1;max;omp;126;static;cores;;125;884202
cenva;2048;64;64;1;max;omp;126;static;cores;;125;879599
cenva;2048;32;32;1;max;omp;126;static;cores;;125;879144
cenva;2048;128;128;1;max;omp;247;static;cores;;250;1657403
cenva;2048;64;64;1;max;omp;247;static;cores;;250;1655410
cenva;2048;32;32;1;max;omp;247;static;cores;;250;1658165
cenva;2048;128;128;1;max;omp;51;dynamic;cores;;50;381868
cenva;2048;64;64;1;max;omp;51;dynamic;cores;;50;380962
cenva;2048;32;32;1;max;omp;51;dynamic;cores;;50;382129
cenva;2048;128;128;1;max;omp;126;dynamic;cores;;125;885729
cenva;2048;64;64;1;max;omp;126;dynamic;cores;;125;884738
cenva;2048;32;32;1;max;omp;126;dynamic;cores;;125;878787
cenva;2048;128;128;1;max;omp;247;dynamic;cores;;250;1654750
cenva;2048;64;64;1;max;omp;247;dynamic;cores;;250;1655405
cenva;2048;32;32;1;max;omp;247;dynamic;cores;;250;1674191
cenva;2048;128;128;1;max;omp;51;static,2;cores;;50;381619
cenva;2048;64;64;1;max;omp;51;static,2;cores;;50;389326
cenva;2048;32;32;1;max;omp;51;static,2;cores;;50;381893
cenva;2048;128;128;1;max;omp;126;static,2;cores;;125;880067
cenva;2048;64;64;1;max;omp;126;static,2;cores;;125;879681
cenva;2048;32;32;1;max;omp;126;static,2;cores;;125;878884
cenva;2048;128;128;1;max;omp;247;static,2;cores;;250;1652734
cenva;2048;64;64;1;max;omp;247;static,2;cores;;250;1656727
cenva;2048;32;32;1;max;omp;247;static,2;cores;;250;1674750
cenva;2048;128;128;2;max;omp;52;static;cores;;50;201775
cenva;2048;64;64;2;max;omp;52;static;cores;;50;203322
cenva;2048;32;32;2;max;omp;52;static;cores;;50;199671
cenva;2048;128;128;2;max;omp;126;static;cores;;125;453672
cenva;2048;64;64;2;max;omp;126;static;cores;;125;457881
cenva;2048;32;32;2;max;omp;126;static;cores;;125;448655
cenva;2048;128;128;2;max;omp;255;static;cores;;250;871372
cenva;2048;64;64;2;max;omp;255;static;cores;;250;883445
cenva;2048;32;32;2;max;omp;255;static;cores;;250;872957
cenva;2048;128;128;2;max;omp;52;dynamic;cores;;50;201754
cenva;2048;64;64;2;max;omp;52;dynamic;cores;;50;199094
cenva;2048;32;32;2;max;omp;52;dynamic;cores;;50;198437
cenva;2048;128;128;2;max;omp;126;dynamic;cores;;125;454181
cenva;2048;64;64;2;max;omp;126;dynamic;cores;;125;452358
cenva;2048;32;32;2;max;omp;126;dynamic;cores;;125;448863
cenva;2048;128;128;2;max;omp;255;dynamic;cores;;250;871534
cenva;2048;64;64;2;max;omp;255;dynamic;cores;;250;886640
cenva;2048;32;32;2;max;omp;255;dynamic;cores;;250;876167
cenva;2048;128;128;2;max;omp;52;static,2;cores;;50;197764
cenva;2048;64;64;2;max;omp;52;static,2;cores;;50;202406
cenva;2048;32;32;2;max;omp;52;static,2;cores;;50;211432
cenva;2048;128;128;2;max;omp;126;static,2;cores;;125;445653
cenva;2048;64;64;2;max;omp;126;static,2;cores;;125;453262
cenva;2048;32;32;2;max;omp;126;static,2;cores;;125;446184
cenva;2048;128;128;2;max;omp;255;static,2;cores;;250;873595
cenva;2048;64;64;2;max;omp;255;static,2;cores;;250;873440
cenva;2048;32;32;2;max;omp;255;static,2;cores;;250;870551
cenva;2048;128;128;4;max;omp;151;static;cores;;50;295292
cenva;2048;64;64;4;max;omp;151;static;cores;;50;300603
cenva;2048;32;32;4;max;omp;151;static;cores;;50;297333
cenva;2048;128;128;4;max;omp;146;static;cores;;125;277198
cenva;2048;64;64;4;max;omp;146;static;cores;;125;275993
cenva;2048;32;32;4;max;omp;146;static;cores;;125;292248
cenva;2048;128;128;4;max;omp;724;static;cores;;250;1261516
cenva;2048;64;64;4;max;omp;724;static;cores;;250;1311180
cenva;2048;32;32;4;max;omp;724;static;cores;;250;1265458
cenva;2048;128;128;4;max;omp;151;dynamic;cores;;50;294985
cenva;2048;64;64;4;max;omp;151;dynamic;cores;;50;300445
cenva;2048;32;32;4;max;omp;151;dynamic;cores;;50;299766
cenva;2048;128;128;4;max;omp;146;dynamic;cores;;125;300227
cenva;2048;64;64;4;max;omp;146;dynamic;cores;;125;276500
cenva;2048;32;32;4;max;omp;146;dynamic;cores;;125;279105
cenva;2048;128;128;4;max;omp;724;dynamic;cores;;250;1270855
cenva;2048;64;64;4;max;omp;724;dynamic;cores;;250;1261524
cenva;2048;32;32;4;max;omp;724;dynamic;cores;;250;1259815
cenva;2048;128;128;4;max;omp;151;static,2;cores;;50;292601
cenva;2048;64;64;4;max;omp;151;static,2;cores;;50;297752
cenva;2048;32;32;4;max;omp;151;static,2;cores;;50;300962
cenva;2048;128;128;4;max;omp;146;static,2;cores;;125;292931
cenva;2048;64;64;4;max;omp;146;static,2;cores;;125;274491
cenva;2048;32;32;4;max;omp;146;static,2;cores;;125;273901
cenva;2048;128;128;4;max;omp;724;static,2;cores;;250;1263294
cenva;2048;64;64;4;max;omp;724;static,2;cores;;250;1276177
cenva;2048;32;32;4;max;omp;724;static,2;cores;;250;1312814
cenva;2048;128;128;6;max;omp;123;static;cores;;50;261834
cenva;2048;64;64;6;max;omp;123;static;cores;;50;264000
cenva;2048;32;32;6;max;omp;123;static;cores;;50;262841
cenva;2048;128;128;6;max;omp;317;static;cores;;125;653773
cenva;2048;64;64;6;max;omp;317;static;cores;;125;667238
cenva;2048;32;32;6;max;omp;317;static;cores;;125;653052
cenva;2048;128;128;6;max;omp;898;static;cores;;250;1822555
cenva;2048;64;64;6;max;omp;898;static;cores;;250;1826352
cenva;2048;32;32;6;max;omp;898;static;cores;;250;1812266
cenva;2048;128;128;6;max;omp;123;dynamic;cores;;50;261513
cenva;2048;64;64;6;max;omp;123;dynamic;cores;;50;263472
cenva;2048;32;32;6;max;omp;123;dynamic;cores;;50;264197
cenva;2048;128;128;6;max;omp;317;dynamic;cores;;125;655471
cenva;2048;64;64;6;max;omp;317;dynamic;cores;;125;666322
cenva;2048;32;32;6;max;omp;317;dynamic;cores;;125;655037
cenva;2048;128;128;6;max;omp;898;dynamic;cores;;250;1809151
cenva;2048;64;64;6;max;omp;898;dynamic;cores;;250;1805236
cenva;2048;32;32;6;max;omp;898;dynamic;cores;;250;1817798
cenva;2048;128;128;6;max;omp;123;static,2;cores;;50;262129
cenva;2048;64;64;6;max;omp;123;static,2;cores;;50;266435
cenva;2048;32;32;6;max;omp;123;static,2;cores;;50;264267
cenva;2048;128;128;6;max;omp;317;static,2;cores;;125;656073
cenva;2048;64;64;6;max;omp;317;static,2;cores;;125;665306
cenva;2048;32;32;6;max;omp;317;static,2;cores;;125;653285
cenva;2048;128;128;6;max;omp;898;static,2;cores;;250;1812975
cenva;2048;64;64;6;max;omp;898;static,2;cores;;250;1809329
cenva;2048;32;32;6;max;omp;898;static,2;cores;;250;1806350
cenva;2048;128;128;8;max;omp;151;static;cores;;50;277411
cenva;2048;64;64;8;max;omp;151;static;cores;;50;281448
cenva;2048;32;32;8;max;omp;151;static;cores;;50;286433
cenva;2048;128;128;8;max;omp;369;static;cores;;125;652660
cenva;2048;64;64;8;max;omp;369;static;cores;;125;656304
cenva;2048;32;32;8;max;omp;369;static;cores;;125;655773
cenva;2048;128;128;8;max;omp;1189;static;cores;;250;2078381
cenva;2048;64;64;8;max;omp;1189;static;cores;;250;2088731
cenva;2048;32;32;8;max;omp;1189;static;cores;;250;2075366
cenva;2048;128;128;8;max;omp;151;dynamic;cores;;50;279495
cenva;2048;64;64;8;max;omp;151;dynamic;cores;;50;280223
cenva;2048;32;32;8;max;omp;151;dynamic;cores;;50;279099
cenva;2048;128;128;8;max;omp;369;dynamic;cores;;125;657244
cenva;2048;64;64;8;max;omp;369;dynamic;cores;;125;650572
cenva;2048;32;32;8;max;omp;369;dynamic;cores;;125;652911
cenva;2048;128;128;8;max;omp;1189;dynamic;cores;;250;2075455
cenva;2048;64;64;8;max;omp;1189;dynamic;cores;;250;2083522
cenva;2048;32;32;8;max;omp;1189;dynamic;cores;;250;2072871
cenva;2048;128;128;8;max;omp;151;static,2;cores;;50;278836
cenva;2048;64;64;8;max;omp;151;static,2;cores;;50;286410
cenva;2048;32;32;8;max;omp;151;static,2;cores;;50;281974
cenva;2048;128;128;8;max;omp;369;static,2;cores;;125;652538
cenva;2048;64;64;8;max;omp;369;static,2;cores;;125;661771
cenva;2048;32;32;8;max;omp;369;static,2;cores;;125;658306
cenva;2048;128;128;8;max;omp;1189;static,2;cores;;250;2076771
cenva;2048;64;64;8;max;omp;1189;static,2;cores;;250;2074249
cenva;2048;32;32;8;max;omp;1189;static,2;cores;;250;2076279
cenva;2048;128;128;1;max;omp;51;static;cores;;50;381480
cenva;2048;64;64;1;max;omp;51;static;cores;;50;388541
cenva;2048;32;32;1;max;omp;51;static;cores;;50;381751
cenva;2048;128;128;1;max;omp;126;static;cores;;125;880188
cenva;2048;64;64;1;max;omp;126;static;cores;;125;879199
cenva;2048;32;32;1;max;omp;126;static;cores;;125;879087
cenva;2048;128;128;1;max;omp;247;static;cores;;250;1654840
cenva;2048;64;64;1;max;omp;247;static;cores;;250;1662864
cenva;2048;32;32;1;max;omp;247;static;cores;;250;1657431
cenva;2048;128;128;1;max;omp;51;dynamic;cores;;50;383260
cenva;2048;64;64;1;max;omp;51;dynamic;cores;;50;381367
cenva;2048;32;32;1;max;omp;51;dynamic;cores;;50;381993
cenva;2048;128;128;1;max;omp;126;dynamic;cores;;125;879768
cenva;2048;64;64;1;max;omp;126;dynamic;cores;;125;884170
cenva;2048;32;32;1;max;omp;126;dynamic;cores;;125;877758
cenva;2048;128;128;1;max;omp;247;dynamic;cores;;250;1654593
cenva;2048;64;64;1;max;omp;247;dynamic;cores;;250;1665764
cenva;2048;32;32;1;max;omp;247;dynamic;cores;;250;1669731
cenva;2048;128;128;1;max;omp;51;static,2;cores;;50;381581
cenva;2048;64;64;1;max;omp;51;static,2;cores;;50;380807
cenva;2048;32;32;1;max;omp;51;static,2;cores;;50;380606
cenva;2048;128;128;1;max;omp;126;static,2;cores;;125;879417
cenva;2048;64;64;1;max;omp;126;static,2;cores;;125;880456
cenva;2048;32;32;1;max;omp;126;static,2;cores;;125;880013
cenva;2048;128;128;1;max;omp;247;static,2;cores;;250;1662721
cenva;2048;64;64;1;max;omp;247;static,2;cores;;250;1674608
cenva;2048;32;32;1;max;omp;247;static,2;cores;;250;1664940
cenva;2048;128;128;2;max;omp;52;static;cores;;50;199672
cenva;2048;64;64;2;max;omp;52;static;cores;;50;199832
cenva;2048;32;32;2;max;omp;52;static;cores;;50;198228
cenva;2048;128;128;2;max;omp;126;static;cores;;125;448359
cenva;2048;64;64;2;max;omp;126;static;cores;;125;447109
cenva;2048;32;32;2;max;omp;126;static;cores;;125;450526
cenva;2048;128;128;2;max;omp;255;static;cores;;250;882775
cenva;2048;64;64;2;max;omp;255;static;cores;;250;877824
cenva;2048;32;32;2;max;omp;255;static;cores;;250;874602
cenva;2048;128;128;2;max;omp;52;dynamic;cores;;50;201422
cenva;2048;64;64;2;max;omp;52;dynamic;cores;;50;205404
cenva;2048;32;32;2;max;omp;52;dynamic;cores;;50;197683
cenva;2048;128;128;2;max;omp;126;dynamic;cores;;125;447180
cenva;2048;64;64;2;max;omp;126;dynamic;cores;;125;450549
cenva;2048;32;32;2;max;omp;126;dynamic;cores;;125;451875
cenva;2048;128;128;2;max;omp;255;dynamic;cores;;250;881120
cenva;2048;64;64;2;max;omp;255;dynamic;cores;;250;869122
cenva;2048;32;32;2;max;omp;255;dynamic;cores;;250;877897
cenva;2048;128;128;2;max;omp;52;static,2;cores;;50;198874
cenva;2048;64;64;2;max;omp;52;static,2;cores;;50;201909
cenva;2048;32;32;2;max;omp;52;static,2;cores;;50;198034
cenva;2048;128;128;2;max;omp;126;static,2;cores;;125;452807
cenva;2048;64;64;2;max;omp;126;static,2;cores;;125;458696
cenva;2048;32;32;2;max;omp;126;static,2;cores;;125;453469
cenva;2048;128;128;2;max;omp;255;static,2;cores;;250;872004
cenva;2048;64;64;2;max;omp;255;static,2;cores;;250;883044
cenva;2048;32;32;2;max;omp;255;static,2;cores;;250;886660
cenva;2048;128;128;4;max;omp;151;static;cores;;50;298674
cenva;2048;64;64;4;max;omp;151;static;cores;;50;296254
cenva;2048;32;32;4;max;omp;151;static;cores;;50;294703
cenva;2048;128;128;4;max;omp;146;static;cores;;125;270065
cenva;2048;64;64;4;max;omp;146;static;cores;;125;275678
cenva;2048;32;32;4;max;omp;146;static;cores;;125;271375
cenva;2048;128;128;4;max;omp;724;static;cores;;250;1269540
cenva;2048;64;64;4;max;omp;724;static;cores;;250;1264550
cenva;2048;32;32;4;max;omp;724;static;cores;;250;1269857
cenva;2048;128;128;4;max;omp;151;dynamic;cores;;50;297812
cenva;2048;64;64;4;max;omp;151;dynamic;cores;;50;299825
cenva;2048;32;32;4;max;omp;151;dynamic;cores;;50;298855
cenva;2048;128;128;4;max;omp;146;dynamic;cores;;125;274242
cenva;2048;64;64;4;max;omp;146;dynamic;cores;;125;276936
cenva;2048;32;32;4;max;omp;146;dynamic;cores;;125;277486
cenva;2048;128;128;4;max;omp;724;dynamic;cores;;250;1272540
cenva;2048;64;64;4;max;omp;724;dynamic;cores;;250;1281891
cenva;2048;32;32;4;max;omp;724;dynamic;cores;;250;1259520
cenva;2048;128;128;4;max;omp;151;static,2;cores;;50;293118
cenva;2048;64;64;4;max;omp;151;static,2;cores;;50;295383
cenva;2048;32;32;4;max;omp;151;static,2;cores;;50;294643
cenva;2048;128;128;4;max;omp;146;static,2;cores;;125;272483
cenva;2048;64;64;4;max;omp;146;static,2;cores;;125;289430
cenva;2048;32;32;4;max;omp;146;static,2;cores;;125;275560
cenva;2048;128;128;4;max;omp;724;static,2;cores;;250;1265625
cenva;2048;64;64;4;max;omp;724;static,2;cores;;250;1284224
cenva;2048;32;32;4;max;omp;724;static,2;cores;;250;1307795
cenva;2048;128;128;6;max;omp;123;static;cores;;50;260097
cenva;2048;64;64;6;max;omp;123;static;cores;;50;272766
cenva;2048;32;32;6;max;omp;123;static;cores;;50;263502
cenva;2048;128;128;6;max;omp;317;static;cores;;125;650443
cenva;2048;64;64;6;max;omp;317;static;cores;;125;651045
cenva;2048;32;32;6;max;omp;317;static;cores;;125;667519
cenva;2048;128;128;6;max;omp;898;static;cores;;250;1799771
cenva;2048;64;64;6;max;omp;898;static;cores;;250;1800135
cenva;2048;32;32;6;max;omp;898;static;cores;;250;1810964
cenva;2048;128;128;6;max;omp;123;dynamic;cores;;50;263460
cenva;2048;64;64;6;max;omp;123;dynamic;cores;;50;270960
cenva;2048;32;32;6;max;omp;123;dynamic;cores;;50;264265
cenva;2048;128;128;6;max;omp;317;dynamic;cores;;125;657612
cenva;2048;64;64;6;max;omp;317;dynamic;cores;;125;671044
cenva;2048;32;32;6;max;omp;317;dynamic;cores;;125;702469
cenva;2048;128;128;6;max;omp;898;dynamic;cores;;250;1830629
cenva;2048;64;64;6;max;omp;898;dynamic;cores;;250;1794668
cenva;2048;32;32;6;max;omp;898;dynamic;cores;;250;1805083
cenva;2048;128;128;6;max;omp;123;static,2;cores;;50;262886
cenva;2048;64;64;6;max;omp;123;static,2;cores;;50;273677
cenva;2048;32;32;6;max;omp;123;static,2;cores;;50;265363
cenva;2048;128;128;6;max;omp;317;static,2;cores;;125;659297
cenva;2048;64;64;6;max;omp;317;static,2;cores;;125;655727
cenva;2048;32;32;6;max;omp;317;static,2;cores;;125;669271
cenva;2048;128;128;6;max;omp;898;static,2;cores;;250;1809355
cenva;2048;64;64;6;max;omp;898;static,2;cores;;250;1799481
cenva;2048;32;32;6;max;omp;898;static,2;cores;;250;1812450
cenva;2048;128;128;8;max;omp;151;static;cores;;50;278689
cenva;2048;64;64;8;max;omp;151;static;cores;;50;306466
cenva;2048;32;32;8;max;omp;151;static;cores;;50;282657
cenva;2048;128;128;8;max;omp;369;static;cores;;125;652774
cenva;2048;64;64;8;max;omp;369;static;cores;;125;652159
cenva;2048;32;32;8;max;omp;369;static;cores;;125;655777
cenva;2048;128;128;8;max;omp;1189;static;cores;;250;2083722
cenva;2048;64;64;8;max;omp;1189;static;cores;;250;2086659
cenva;2048;32;32;8;max;omp;1189;static;cores;;250;2075134
cenva;2048;128;128;8;max;omp;151;dynamic;cores;;50;279046
cenva;2048;64;64;8;max;omp;151;dynamic;cores;;50;280958
cenva;2048;32;32;8;max;omp;151;dynamic;cores;;50;280106
cenva;2048;128;128;8;max;omp;369;dynamic;cores;;125;654151
cenva;2048;64;64;8;max;omp;369;dynamic;cores;;125;659166
cenva;2048;32;32;8;max;omp;369;dynamic;cores;;125;649655
cenva;2048;128;128;8;max;omp;1189;dynamic;cores;;250;2079290
cenva;2048;64;64;8;max;omp;1189;dynamic;cores;;250;2077048
cenva;2048;32;32;8;max;omp;1189;dynamic;cores;;250;2083193
cenva;2048;128;128;8;max;omp;151;static,2;cores;;50;277771
cenva;2048;64;64;8;max;omp;151;static,2;cores;;50;282181
cenva;2048;32;32;8;max;omp;151;static,2;cores;;50;279506
cenva;2048;128;128;8;max;omp;369;static,2;cores;;125;658079
cenva;2048;64;64;8;max;omp;369;static,2;cores;;125;649571
cenva;2048;32;32;8;max;omp;369;static,2;cores;;125;651392
cenva;2048;128;128;8;max;omp;1189;static,2;cores;;250;2078970
cenva;2048;64;64;8;max;omp;1189;static,2;cores;;250;2071239
cenva;2048;32;32;8;max;omp;1189;static,2;cores;;250;2088497
cenva;2048;32;32;1;max;seq;51;;cores;;50;430783
cenva;2048;32;32;1;max;seq;126;;cores;;125;995128
cenva;2048;32;32;1;max;seq;247;;cores;;250;1892452
cenva;2048;32;32;1;max;seq;51;;cores;;50;426759
cenva;2048;32;32;1;max;seq;126;;cores;;125;997249
cenva;2048;32;32;1;max;seq;247;;cores;;250;1892959
cenva;2048;32;32;1;max;seq;51;;cores;;50;426843
cenva;2048;32;32;1;max;seq;126;;cores;;125;996006
cenva;2048;32;32;1;max;seq;247;;cores;;250;1902959
cenva;2048;32;32;1;max;seq;51;;cores;;50;435934
cenva;2048;32;32;1;max;seq;126;;cores;;125;994209
cenva;2048;32;32;1;max;seq;247;;cores;;250;1891370
cenva;2048;32;32;1;max;seq;51;;cores;;50;426909
cenva;2048;32;32;1;max;seq;126;;cores;;125;1014015
cenva;2048;32;32;1;max;seq;247;;cores;;250;1929974
